age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,roledepartament,remotework,veterania
44,no,travel_rarely,,5.0,3,,146,2,Male,3,5,manager,2,married,7,no,11,"3,0",3,full time,1,26.0,5,3,22,3,10,182130.0,,no,+ de 10 años
55,no,non-travel,,8.0,1,,147,4,Male,2,4,healthcare representative,2,divorced,1,yes,15,"3,0",4,full time,1,11.318933823529411,3,3,33,15,0,135770.0,,no,+ de 10 años
44,no,travel_rarely,,4.0,2,life sciences,148,3,Male,4,5,manager,1,divorced,1,no,14,"3,0",4,full time,2,11.318933823529411,4,2,25,14,13,191900.0,,no,+ de 10 años
34,no,travel_frequently,human resources,11.0,3,life sciences,149,3,Male,2,2,human resources,2,married,4,no,11,"3,0",4,part time,2,14.0,5,4,10,1,8,65245.87531343283,human resources  -  human resources,yes,-= de 10 años
39,no,travel_rarely,,13.0,4,,150,3,Female,2,4,manager,2,divorced,6,yes,13,"3,0",4,full time,2,11.318933823529411,4,3,19,15,2,171230.0,,no,+ de 10 años
55,no,travel_rarely,,2.0,2,medical,151,4,Female,1,5,manager,3,married,4,no,14,"3,0",4,full time,1,23.0,5,3,19,9,11,191870.0,,no,+ de 10 años
51,no,travel_rarely,,5.0,3,life sciences,152,3,Male,3,4,manager,2,married,1,no,11,"3,0",2,full time,1,11.318933823529411,2,3,33,0,10,153407.07,,no,+ de 10 años
58,yes,travel_rarely,,8.89240506329114,4,medical,153,1,Female,2,3,manufacturing director,1,married,7,no,14,"3,0",4,part time,0,11.318933823529411,0,2,10,5,9,65245.87531343283,,no,-= de 10 años
48,no,travel_rarely,,4.0,3,life sciences,154,4,Male,3,3,manufacturing director,4,single,1,no,11,"3,0",3,part time,0,11.0,2,3,10,0,8,100071.84,,yes,-= de 10 años
29,no,travel_rarely,human resources,17.0,3,,155,2,Male,2,3,human resources,1,single,1,no,13,"3,0",1,part time,0,11.318933823529411,3,2,10,0,9,79880.0,human resources  -  human resources,no,-= de 10 años
34,no,travel_rarely,,3.0,3,other,156,4,Male,1,2,sales executive,1,single,3,no,18,"3,0",4,part time,0,15.0,2,3,13,3,12,53914.11,,yes,+ de 10 años
42,no,travel_frequently,,9.0,2,,157,1,Female,3,1,laboratory technician,4,married,1,no,13,"3,0",3,part time,0,12.0,3,3,12,5,8,65245.87531343283,,yes,+ de 10 años
57,no,travel_rarely,,1.0,2,life sciences,158,2,Male,4,2,research scientist,3,married,0,no,24,"4,0",1,part time,1,13.0,2,2,12,2,8,53914.11,,no,+ de 10 años
34,yes,travel_rarely,,24.0,4,,159,1,Female,2,2,sales executive,2,single,0,yes,23,"4,0",3,part time,0,16.0,2,4,15,10,10,53914.11,,no,+ de 10 años
54,no,travel_frequently,,11.0,4,medical,160,2,Female,3,4,manager,4,married,3,no,20,"3,0",1,part time,1,26.0,2,3,14,1,12,65245.87531343283,,yes,+ de 10 años
34,no,travel_rarely,,1.0,3,,161,4,Male,2,3,sales executive,3,married,1,no,14,"3,0",4,part time,0,11.318933823529411,3,3,10,8,6,70830.0,,no,-= de 10 años
29,no,travel_rarely,,3.0,1,medical,162,2,Male,3,1,laboratory technician,1,single,1,no,18,"3,0",4,part time,0,11.318933823529411,3,3,10,1,5,65245.87531343283,,no,-= de 10 años
35,no,travel_rarely,,28.0,3,life sciences,163,2,Male,4,2,laboratory technician,3,married,1,no,17,"3,0",4,part time,2,11.318933823529411,3,2,10,6,8,34070.0,,no,-= de 10 años
35,yes,travel_rarely,,12.0,4,other,164,4,Male,3,2,sales executive,4,married,3,no,24,"4,0",1,part time,0,13.0,2,4,11,6,7,53914.11,,no,+ de 10 años
34,no,travel_rarely,,19.0,3,life sciences,165,2,Female,2,1,research scientist,4,married,1,no,12,"3,0",2,full time,0,10.0,3,3,10,8,7,29290.0,,yes,-= de 10 años
43,no,travel_rarely,,2.0,3,,166,4,Male,3,2,sales executive,4,married,1,yes,17,"3,0",1,part time,1,10.0,3,3,10,8,8,53914.11,,no,-= de 10 años
58,no,non-travel,,2.0,3,medical,167,2,Male,3,4,manager,2,divorced,4,no,22,"4,0",4,full time,1,37.0,0,2,16,14,14,153407.07,,yes,+ de 10 años
36,no,travel_rarely,sales,8.89240506329114,4,,168,1,Female,2,2,sales executive,3,married,1,yes,13,"3,0",1,part time,1,10.0,4,3,10,1,7,53914.11,sales executive  -  sales,no,-= de 10 años
43,no,travel_rarely,,11.0,3,life sciences,169,1,Male,3,3,healthcare representative,3,married,1,no,17,"3,0",2,part time,1,10.0,1,3,10,0,9,100071.84,,yes,-= de 10 años
55,no,travel_rarely,,26.0,4,human resources,170,3,Male,4,5,manager,2,married,4,yes,18,"3,0",1,full time,1,35.0,0,3,10,1,4,191324.62,,yes,-= de 10 años
42,no,travel_rarely,research & development,23.0,2,,171,4,Male,2,2,research scientist,3,single,1,no,12,"3,0",4,part time,0,20.0,2,3,20,3,7,53914.11,research scientist  -  research & development,no,+ de 10 años
40,no,travel_rarely,,11.0,3,technical degree,172,4,Female,3,2,laboratory technician,3,married,1,no,11,"3,0",1,part time,1,10.0,2,4,10,9,4,65245.87531343283,,no,-= de 10 años
56,yes,travel_rarely,research & development,7.0,2,technical degree,173,4,Male,3,1,laboratory technician,3,married,8,no,11,"3,0",4,part time,1,14.0,4,1,10,9,8,28111.13,laboratory technician  -  research & development,yes,-= de 10 años
39,no,travel_rarely,,8.89240506329114,1,marketing,174,3,Female,2,4,sales executive,4,married,0,no,11,"3,0",1,full time,1,11.318933823529411,2,2,20,9,6,120310.0,,yes,+ de 10 años
53,no,travel_rarely,,2.0,4,life sciences,175,1,Female,2,4,manager,4,married,2,no,16,"3,0",3,full time,0,11.318933823529411,3,3,25,3,7,154270.0,,yes,+ de 10 años
27,no,travel_frequently,,8.0,3,,176,4,Male,3,3,sales executive,3,single,1,no,15,"3,0",4,part time,0,9.0,0,3,9,1,7,65245.87531343283,,no,-= de 10 años
30,no,travel_frequently,,1.0,2,,177,3,Female,3,2,laboratory technician,4,married,1,no,23,"4,0",4,part time,0,12.0,2,3,12,3,7,53914.11,,yes,+ de 10 años
35,no,travel_rarely,,18.0,5,life sciences,178,2,Male,3,3,sales executive,1,married,1,no,22,"4,0",4,part time,1,9.0,3,2,9,1,8,65245.87531343283,,no,-= de 10 años
32,no,travel_rarely,research & development,1.0,3,medical,179,1,Male,3,2,manufacturing director,4,married,1,yes,22,"4,0",2,part time,1,9.0,3,3,9,7,8,61620.0,manufacturing director  -  research & development,yes,-= de 10 años
30,no,travel_rarely,,1.0,1,life sciences,180,4,Male,2,2,laboratory technician,4,married,1,no,12,"3,0",3,part time,2,11.318933823529411,1,3,10,3,0,51260.0,,no,-= de 10 años
46,yes,travel_rarely,sales,9.0,2,medical,181,3,Male,2,3,sales executive,4,married,1,no,16,"3,0",4,part time,0,9.0,3,3,9,4,7,96190.0,sales executive  -  sales,no,-= de 10 años
30,no,travel_rarely,,4.0,2,,182,3,Female,2,2,sales executive,2,married,1,yes,12,"3,0",2,part time,3,11.0,4,2,11,2,7,53914.11,,no,+ de 10 años
32,no,travel_rarely,,6.0,4,,183,2,Male,3,2,sales executive,3,single,1,no,16,"3,0",1,part time,0,12.0,0,3,11,5,7,65245.87531343283,,yes,+ de 10 años
35,no,travel_rarely,,8.89240506329114,5,marketing,184,3,Male,3,3,sales executive,2,married,1,no,13,"3,0",1,part time,2,11.318933823529411,3,3,10,0,6,100071.84,,no,-= de 10 años
32,no,travel_rarely,,8.0,3,marketing,185,2,Female,3,3,sales executive,4,single,1,no,14,"3,0",4,part time,0,9.0,2,3,9,3,7,100071.84,,yes,-= de 10 años
41,no,travel_rarely,research & development,8.89240506329114,3,life sciences,186,1,Male,3,1,research scientist,3,divorced,4,no,12,"3,0",1,part time,1,11.318933823529411,2,3,9,1,8,28111.13,research scientist  -  research & development,yes,-= de 10 años
40,no,travel_rarely,,4.0,1,medical,187,4,Female,3,5,manager,3,married,1,no,14,"3,0",2,full time,1,21.0,2,3,20,9,9,190330.0,,no,+ de 10 años
45,no,travel_rarely,,2.0,2,,188,1,Male,2,4,manager,4,married,9,no,23,"4,0",4,part time,1,22.0,1,3,20,11,8,65245.87531343283,,yes,+ de 10 años
32,yes,travel_rarely,,4.0,4,,189,4,Male,1,3,sales executive,4,married,1,no,11,"3,0",3,full time,0,14.0,2,2,14,9,8,104000.0,,no,+ de 10 años
30,no,non-travel,research & development,1.0,1,life sciences,190,3,Male,2,3,manufacturing director,3,married,1,no,22,"4,0",3,part time,0,11.318933823529411,2,3,11,5,8,100071.84,manufacturing director  -  research & development,yes,+ de 10 años
37,no,travel_rarely,,11.0,3,,191,2,Male,3,3,research director,4,married,1,no,14,"3,0",3,part time,3,11.318933823529411,1,3,10,0,7,100071.84,,no,-= de 10 años
37,no,travel_rarely,,4.0,4,,192,1,Male,3,1,sales representative,4,divorced,4,no,17,"3,0",3,part time,1,13.0,2,3,9,5,8,65245.87531343283,,no,-= de 10 años
40,no,travel_rarely,,24.0,2,technical degree,193,1,Male,3,2,research scientist,4,married,1,no,17,"3,0",1,part time,2,11.318933823529411,3,3,9,4,7,65245.87531343283,,no,-= de 10 años
36,no,non-travel,,24.0,4,,194,2,Female,3,2,laboratory technician,2,married,7,no,15,"3,0",3,full time,1,11.0,3,3,9,0,8,56740.0,,no,-= de 10 años
32,no,travel_rarely,,7.0,3,life sciences,195,4,Male,2,2,sales executive,3,married,1,no,14,"3,0",3,part time,1,13.0,3,2,13,4,8,53914.11,,no,+ de 10 años
38,no,travel_rarely,,25.0,2,life sciences,196,1,Female,2,3,research director,2,married,3,no,17,"3,0",3,part time,1,11.318933823529411,2,3,10,0,1,100071.84,,yes,-= de 10 años
30,no,travel_rarely,,28.0,2,,197,4,Female,3,2,research scientist,4,married,1,no,13,"3,0",4,part time,2,11.0,2,3,10,1,9,53914.11,,yes,-= de 10 años
39,no,travel_rarely,,1.0,1,,198,2,Male,3,5,manager,3,married,1,no,14,"3,0",3,full time,1,21.0,3,3,21,1,6,191970.0,,no,+ de 10 años
60,no,travel_rarely,,7.0,3,life sciences,199,1,Female,3,5,manager,1,married,5,no,11,"3,0",4,full time,0,33.0,5,1,29,11,10,191324.62,,no,+ de 10 años
30,no,travel_rarely,,22.0,4,other,200,3,Female,3,3,sales executive,1,married,0,no,11,"3,0",3,part time,0,10.0,3,3,9,7,8,84120.0,,no,-= de 10 años
31,no,travel_rarely,research & development,9.0,1,,201,3,Male,3,3,manufacturing director,2,divorced,1,no,25,"4,0",4,part time,1,11.318933823529411,6,4,13,0,8,100071.84,manufacturing director  -  research & development,yes,+ de 10 años
33,yes,travel_rarely,,3.0,3,life sciences,202,1,Male,3,1,research scientist,1,single,1,yes,11,"3,0",1,full time,0,11.318933823529411,3,3,10,9,7,33480.0,,no,-= de 10 años
50,no,travel_rarely,,28.0,1,medical,203,4,Male,4,1,laboratory technician,3,married,1,yes,11,"3,0",3,part time,3,20.0,3,3,20,3,8,65245.87531343283,,yes,+ de 10 años
32,no,travel_rarely,research & development,24.0,4,life sciences,204,1,Male,3,2,laboratory technician,4,married,1,no,15,"3,0",4,part time,2,10.0,2,3,10,4,7,53090.0,laboratory technician  -  research & development,yes,-= de 10 años
42,no,travel_rarely,,29.0,3,,205,2,Male,3,2,manufacturing director,2,married,1,no,13,"3,0",4,part time,1,10.0,3,2,9,7,8,65245.87531343283,,no,-= de 10 años
49,yes,travel_rarely,sales,11.0,3,marketing,206,3,Female,3,3,sales executive,4,married,1,no,18,"3,0",1,part time,2,11.318933823529411,3,4,9,7,7,76540.0,sales executive  -  sales,no,-= de 10 años
27,no,travel_rarely,,5.0,1,,207,3,Male,2,3,research director,4,divorced,1,no,16,"3,0",2,full time,1,11.318933823529411,3,3,9,0,8,128080.0,,yes,-= de 10 años
33,no,travel_rarely,,1.0,3,medical,208,1,Male,4,2,sales executive,1,divorced,1,no,22,"3,0",1,part time,1,9.0,5,3,9,0,8,53914.11,,yes,-= de 10 años
52,no,travel_rarely,research & development,8.89240506329114,4,,209,3,Female,2,4,manufacturing director,4,married,3,no,22,"4,0",3,full time,0,31.0,3,3,9,0,0,153407.07,manufacturing director  -  research & development,no,-= de 10 años
32,no,travel_rarely,,5.0,2,life sciences,210,2,Male,3,2,sales executive,2,married,1,no,14,"3,0",4,part time,1,10.0,3,3,10,5,3,53914.11,,yes,-= de 10 años
36,no,travel_rarely,,14.0,1,life sciences,211,3,Male,3,2,healthcare representative,4,married,0,no,17,"3,0",1,full time,1,11.318933823529411,2,2,16,4,11,65860.0,,no,+ de 10 años
31,no,non-travel,sales,20.0,2,,212,4,Female,3,2,sales executive,3,married,1,no,13,"3,0",4,part time,1,11.318933823529411,2,2,9,0,0,53914.11,sales executive  -  sales,no,-= de 10 años
36,no,travel_rarely,,2.0,4,medical,213,3,Male,3,1,laboratory technician,3,single,4,no,21,"4,0",3,part time,0,11.318933823529411,6,3,11,3,9,25190.0,,no,+ de 10 años
52,no,travel_rarely,,1.0,2,life sciences,214,4,Male,3,4,manager,4,married,2,no,15,"3,0",2,full time,1,26.0,2,3,9,7,8,170990.0,,yes,-= de 10 años
33,no,non-travel,,17.0,3,,215,4,Male,3,4,manager,3,single,1,no,11,"3,0",4,full time,0,10.0,2,3,10,6,0,153407.07,,no,-= de 10 años
45,no,non-travel,,23.0,2,life sciences,216,4,Male,3,2,laboratory technician,1,married,1,yes,15,"3,0",3,part time,1,9.0,2,3,9,0,8,53914.11,,yes,-= de 10 años
36,no,travel_rarely,research & development,12.0,5,,217,4,Female,2,3,manufacturing director,4,married,0,no,11,"3,0",2,part time,0,15.0,2,2,14,7,8,100071.84,manufacturing director  -  research & development,yes,+ de 10 años
49,no,travel_rarely,,8.0,4,,218,4,Male,2,4,sales executive,2,married,6,no,17,"3,0",2,full time,1,22.0,3,3,9,2,3,131200.0,,no,-= de 10 años
29,yes,travel_rarely,,23.0,1,,219,4,Female,2,3,sales executive,1,married,1,no,13,"3,0",1,part time,1,11.0,3,1,11,3,10,100071.84,,no,+ de 10 años
29,no,travel_rarely,,6.0,1,,220,2,Female,3,1,laboratory technician,4,married,1,no,13,"3,0",1,part time,1,11.318933823529411,5,3,10,0,8,65245.87531343283,,no,-= de 10 años
37,no,travel_rarely,research & development,1.0,3,life sciences,221,4,Female,2,2,manufacturing director,4,married,1,no,13,"3,0",2,part time,1,14.0,2,2,14,3,11,53914.11,manufacturing director  -  research & development,yes,+ de 10 años
33,no,travel_rarely,,10.0,5,,222,4,Male,4,3,sales executive,3,married,0,no,14,"3,0",4,part time,2,11.318933823529411,3,3,9,0,8,100071.84,,yes,-= de 10 años
34,no,travel_frequently,,19.0,3,medical,223,3,Female,3,2,laboratory technician,2,divorced,4,no,13,"3,0",3,part time,2,15.0,2,4,11,5,10,44440.0,,no,+ de 10 años
28,no,non-travel,,1.0,3,,224,3,Female,1,2,laboratory technician,4,married,0,no,11,"3,0",1,part time,3,10.0,6,3,9,7,5,65245.87531343283,,yes,-= de 10 años
31,no,non-travel,,2.0,4,,225,4,Female,3,3,sales executive,3,married,1,yes,19,"3,0",1,part time,1,10.0,5,2,10,9,6,98520.0,,no,-= de 10 años
42,no,non-travel,,2.0,1,life sciences,226,3,Male,3,4,manager,3,married,0,yes,13,"3,0",4,full time,0,21.0,3,2,20,2,10,178610.0,,no,+ de 10 años
40,no,travel_rarely,,2.0,3,life sciences,227,3,Male,3,2,research scientist,4,single,1,no,13,"3,0",3,part time,0,9.0,4,3,9,8,8,53914.11,,no,-= de 10 años
34,no,travel_rarely,,15.0,2,medical,228,3,Female,3,2,sales executive,1,single,1,no,12,"3,0",4,part time,0,11.318933823529411,6,4,10,9,6,65245.87531343283,,yes,-= de 10 años
58,no,travel_rarely,,1.0,3,,229,4,Female,3,5,research director,1,married,3,no,21,"4,0",3,full time,1,11.318933823529411,3,3,9,1,5,191324.62,,no,-= de 10 años
31,yes,travel_frequently,,1.0,5,,230,3,Female,4,3,manufacturing director,2,married,1,no,11,"3,0",1,part time,0,11.318933823529411,2,3,10,4,7,65245.87531343283,,yes,-= de 10 años
40,no,non-travel,,8.0,1,,231,4,Male,2,3,research director,2,married,2,no,11,"3,0",3,full time,1,16.0,5,3,9,4,8,137570.0,,yes,-= de 10 años
53,no,travel_rarely,,2.0,3,medical,232,4,Male,4,4,research director,2,single,4,no,12,"3,0",2,full time,0,35.0,2,2,9,8,8,165980.0,,no,-= de 10 años
34,no,travel_rarely,research & development,15.0,3,,233,2,Male,3,4,research director,1,married,7,no,14,"3,0",4,full time,2,16.0,3,2,14,6,9,153407.07,research director  -  research & development,yes,+ de 10 años
35,no,travel_rarely,,16.0,3,life sciences,234,4,Female,2,3,healthcare representative,2,single,1,no,19,"3,0",4,part time,0,11.318933823529411,3,1,11,3,3,65245.87531343283,,no,+ de 10 años
37,no,travel_rarely,,13.0,3,,235,1,Male,3,2,research scientist,4,married,1,no,17,"3,0",1,part time,0,11.318933823529411,2,3,10,3,7,42850.0,,yes,-= de 10 años
42,no,travel_frequently,,2.0,3,,236,4,Male,3,3,healthcare representative,4,married,2,yes,14,"3,0",3,full time,1,24.0,3,1,20,13,9,101240.0,,no,+ de 10 años
45,no,travel_rarely,,1.0,4,,237,1,Male,3,3,healthcare representative,2,divorced,1,no,12,"3,0",1,part time,3,11.318933823529411,4,3,10,7,7,100071.84,,yes,-= de 10 años
30,yes,travel_rarely,,1.0,3,,238,2,Male,2,2,sales executive,1,married,1,no,11,"3,0",4,full time,1,11.318933823529411,4,3,10,6,7,97140.0,,yes,-= de 10 años
38,no,travel_rarely,,14.0,3,life sciences,239,3,Male,3,2,sales executive,2,married,0,no,11,"3,0",4,full time,1,10.0,3,3,9,7,7,99240.0,,yes,-= de 10 años
50,no,travel_rarely,,20.0,5,medical,240,2,Male,3,4,healthcare representative,3,married,2,no,15,"3,0",3,full time,1,32.0,3,3,30,12,13,112450.0,,no,+ de 10 años
39,no,travel_rarely,,3.0,2,,241,3,Male,2,2,laboratory technician,3,married,0,no,15,"3,0",4,part time,1,11.318933823529411,3,3,10,0,7,65245.87531343283,,no,-= de 10 años
34,no,travel_rarely,,3.0,3,,242,4,Female,3,2,research scientist,2,married,1,no,12,"3,0",3,part time,1,11.0,2,3,11,7,9,53914.11,,no,+ de 10 años
54,no,travel_rarely,research & development,22.0,5,,243,2,Female,3,4,manager,3,married,3,no,25,"4,0",3,full time,1,36.0,6,3,10,4,7,153407.07,manager  -  research & development,yes,-= de 10 años
41,no,travel_rarely,,6.0,3,marketing,244,4,Male,3,3,sales executive,3,married,1,no,12,"3,0",2,part time,0,11.318933823529411,3,3,10,8,7,92410.0,,no,-= de 10 años
39,no,travel_rarely,,1.0,3,life sciences,245,4,Male,3,2,laboratory technician,4,married,1,no,15,"3,0",4,full time,1,11.318933823529411,2,3,9,5,8,64720.0,,yes,-= de 10 años
40,no,travel_rarely,,7.0,4,,246,2,Male,3,5,manager,2,married,1,no,14,"3,0",2,full time,0,11.318933823529411,3,2,21,12,8,191324.62,,no,+ de 10 años
33,no,travel_rarely,,4.0,3,technical degree,247,4,Male,3,2,research scientist,2,married,5,no,15,"3,0",4,part time,2,11.0,2,2,9,1,7,30550.0,,yes,-= de 10 años
36,no,travel_rarely,,10.0,3,life sciences,248,4,Male,3,3,healthcare representative,1,married,7,no,13,"3,0",4,part time,1,15.0,1,3,12,5,7,83210.0,,no,+ de 10 años
33,no,travel_rarely,,8.0,4,life sciences,249,4,Male,4,1,research scientist,1,married,6,no,19,"3,0",2,full time,1,14.0,1,3,10,7,6,31430.0,,no,-= de 10 años
34,no,travel_rarely,,8.0,2,,250,2,Male,4,2,sales executive,3,married,1,no,21,"4,0",3,part time,2,10.0,5,3,10,4,8,65245.87531343283,,no,-= de 10 años
29,no,travel_frequently,research & development,8.89240506329114,1,medical,251,4,Male,3,1,laboratory technician,4,married,1,no,13,"3,0",2,part time,0,11.318933823529411,3,4,11,3,10,28111.13,laboratory technician  -  research & development,no,+ de 10 años
46,no,travel_rarely,,2.0,2,life sciences,252,4,Male,3,3,manufacturing director,4,divorced,3,no,14,"3,0",3,part time,1,12.0,4,2,9,4,7,85780.0,,yes,-= de 10 años
27,no,travel_rarely,,23.0,1,medical,253,2,Female,2,2,sales representative,3,married,1,no,21,"4,0",4,part time,1,11.318933823529411,5,3,9,5,8,53914.11,,no,-= de 10 años
31,no,travel_rarely,,8.89240506329114,3,life sciences,254,2,Male,3,2,laboratory technician,3,divorced,1,no,11,"3,0",1,part time,1,10.0,2,3,10,0,2,65245.87531343283,,no,-= de 10 años
45,no,travel_rarely,research & development,25.0,2,life sciences,255,2,Female,2,2,manufacturing director,4,married,0,no,13,"3,0",4,part time,2,10.0,2,2,9,3,8,65245.87531343283,manufacturing director  -  research & development,yes,-= de 10 años
34,no,travel_rarely,,1.0,3,marketing,256,1,Male,3,3,sales executive,4,married,1,no,21,"4,0",1,part time,0,14.0,3,2,14,2,1,98880.0,,no,+ de 10 años
31,no,travel_rarely,research & development,1.0,3,life sciences,257,4,Male,1,2,research scientist,1,married,1,no,21,"3,0",2,part time,0,10.0,6,3,10,8,7,53914.11,research scientist  -  research & development,yes,-= de 10 años
35,no,travel_rarely,,7.0,4,,258,3,Female,3,2,sales executive,4,married,1,yes,11,"3,0",4,part time,0,10.0,2,3,10,0,9,53914.11,,no,-= de 10 años
39,no,travel_rarely,,15.0,4,marketing,259,2,Male,3,4,sales executive,1,single,0,no,12,"3,0",1,full time,0,21.0,3,3,20,11,10,133410.0,,no,+ de 10 años
40,no,travel_rarely,,2.0,2,marketing,260,2,Female,3,2,sales executive,2,married,3,no,14,"3,0",3,part time,1,11.318933823529411,4,3,11,5,10,65245.87531343283,,yes,+ de 10 años
30,no,travel_rarely,,1.0,2,medical,261,4,Male,3,1,laboratory technician,2,married,1,no,13,"3,0",3,part time,0,12.0,6,2,12,1,7,65245.87531343283,,no,+ de 10 años
47,no,travel_rarely,research & development,1.0,1,,262,3,Female,3,3,research director,2,married,0,no,18,"3,0",1,part time,2,14.0,3,1,13,5,12,100071.84,research director  -  research & development,yes,+ de 10 años
52,no,non-travel,,29.0,4,,263,1,Male,3,1,sales representative,4,divorced,2,no,15,"3,0",2,part time,2,16.0,3,3,9,0,0,28111.13,,yes,-= de 10 años
49,no,travel_frequently,,8.0,1,,264,3,Male,2,2,research scientist,2,married,1,no,23,"4,0",4,part time,1,10.0,3,3,10,1,7,53914.11,,no,-= de 10 años
33,no,travel_frequently,,8.89240506329114,4,life sciences,265,1,Female,3,1,research scientist,3,married,1,no,11,"3,0",3,full time,0,11.318933823529411,3,3,8,3,0,29090.0,,yes,-= de 10 años
32,no,travel_rarely,,2.0,2,life sciences,266,4,Male,3,1,laboratory technician,4,married,0,no,13,"3,0",3,part time,0,8.0,2,2,7,3,6,28111.13,,yes,-= de 10 años
